date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:02:53	89223/89223	---M--	200	added ('OK')	image/png	etag:%2262428c77-15c87%22	https://templates.hibootstrap.com/nedo/default/assets/img/nft-1.png	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/nft-1.png	(from https://templates.hibootstrap.com/nedo/default/index-3.html)
18:02:55	188224/188224	---M--	200	added ('OK')	image/jpeg	etag:%2262428c91-3183a%22	https://templates.hibootstrap.com/nedo/default/assets/img/about/about-bg-1.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/about/about-bg-1.jpg	(from https://templates.hibootstrap.com/nedo/default/about.html)
18:02:55	120159/120159	---M--	200	added ('OK')	image/jpeg	etag:%2262428c92-1f2fc%22	https://templates.hibootstrap.com/nedo/default/assets/img/about/about-bg-2.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/about/about-bg-2.jpg	(from https://templates.hibootstrap.com/nedo/default/about.html)
18:02:56	1284/1284	---M--	200	added ('OK')	image/png	etag:%2262428c92-7cb%22	https://templates.hibootstrap.com/nedo/default/assets/img/about/shield.png	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/about/shield.png	(from https://templates.hibootstrap.com/nedo/default/about.html)
18:02:57	1005/1005	---M--	200	added ('OK')	image/png	etag:%2262428c92-6a0%22	https://templates.hibootstrap.com/nedo/default/assets/img/about/lock.png	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/about/lock.png	(from https://templates.hibootstrap.com/nedo/default/about.html)
18:02:58	1389/1389	---M--	200	added ('OK')	image/png	etag:%2262428c92-7a0%22	https://templates.hibootstrap.com/nedo/default/assets/img/about/man.png	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/about/man.png	(from https://templates.hibootstrap.com/nedo/default/about.html)
18:02:59	1464/1464	---M--	200	added ('OK')	image/png	etag:%2262428c92-94d%22	https://templates.hibootstrap.com/nedo/default/assets/img/about/purse.png	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/about/purse.png	(from https://templates.hibootstrap.com/nedo/default/about.html)
18:03:01	265714/265714	---M--	200	added ('OK')	image/jpeg	etag:%2262428cac-450cb%22	https://templates.hibootstrap.com/nedo/default/assets/img/team/member-1.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/team/member-1.jpg	(from https://templates.hibootstrap.com/nedo/default/about.html)
18:03:02	232216/232216	---M--	200	added ('OK')	image/jpeg	etag:%2262428cac-3c1e9%22	https://templates.hibootstrap.com/nedo/default/assets/img/team/member-2.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/team/member-2.jpg	(from https://templates.hibootstrap.com/nedo/default/about.html)
18:03:03	201725/201725	---M--	200	added ('OK')	image/jpeg	etag:%2262428cac-34afb%22	https://templates.hibootstrap.com/nedo/default/assets/img/team/member-3.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/team/member-3.jpg	(from https://templates.hibootstrap.com/nedo/default/about.html)
18:03:04	187850/187850	---M--	200	added ('OK')	image/jpeg	etag:%2262428cac-31589%22	https://templates.hibootstrap.com/nedo/default/assets/img/team/member-4.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/team/member-4.jpg	(from https://templates.hibootstrap.com/nedo/default/about.html)
18:03:05	290410/290410	---M--	200	added ('OK')	image/jpeg	etag:%2262428c99-49073%22	https://templates.hibootstrap.com/nedo/default/assets/img/auction/single-auction-item.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/auction/single-auction-item.jpg	(from https://templates.hibootstrap.com/nedo/default/item-details.html)
18:03:05	85099/85099	---M--	200	added ('OK')	image/jpeg	etag:%2262428c93-163a5%22	https://templates.hibootstrap.com/nedo/default/assets/img/auction/activity-1.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/auction/activity-1.jpg	(from https://templates.hibootstrap.com/nedo/default/item-details.html)
18:03:06	117921/117921	---M--	200	added ('OK')	image/jpeg	etag:%2262428c93-1f0cd%22	https://templates.hibootstrap.com/nedo/default/assets/img/auction/activity-2.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/auction/activity-2.jpg	(from https://templates.hibootstrap.com/nedo/default/item-details.html)
18:03:07	33847/33847	---M--	200	added ('OK')	image/jpeg	etag:%2262428c93-940d%22	https://templates.hibootstrap.com/nedo/default/assets/img/auction/activity-3.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/auction/activity-3.jpg	(from https://templates.hibootstrap.com/nedo/default/item-details.html)
18:03:08	8360/8360	---M--	200	added ('OK')	image/jpeg	etag:%2262428c98-20a8%22	https://templates.hibootstrap.com/nedo/default/assets/img/auction/item-thumb-1.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/auction/item-thumb-1.jpg	(from https://templates.hibootstrap.com/nedo/default/item-ranking.html)
18:03:09	11355/11355	---M--	200	added ('OK')	image/jpeg	etag:%2262428c98-2c5b%22	https://templates.hibootstrap.com/nedo/default/assets/img/auction/item-thumb-2.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/auction/item-thumb-2.jpg	(from https://templates.hibootstrap.com/nedo/default/item-ranking.html)
18:03:10	8188/8188	---M--	200	added ('OK')	image/jpeg	etag:%2262428c98-1ffc%22	https://templates.hibootstrap.com/nedo/default/assets/img/auction/item-thumb-3.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/auction/item-thumb-3.jpg	(from https://templates.hibootstrap.com/nedo/default/item-ranking.html)
18:03:11	18110/18110	---M--	200	added ('OK')	image/jpeg	etag:%2262428c98-46be%22	https://templates.hibootstrap.com/nedo/default/assets/img/auction/item-thumb-4.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/auction/item-thumb-4.jpg	(from https://templates.hibootstrap.com/nedo/default/item-ranking.html)
18:03:12	6599/6599	---M--	200	added ('OK')	image/jpeg	etag:%2262428c98-19c7%22	https://templates.hibootstrap.com/nedo/default/assets/img/auction/item-thumb-5.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/auction/item-thumb-5.jpg	(from https://templates.hibootstrap.com/nedo/default/item-ranking.html)
18:03:13	24657/24657	---M--	200	added ('OK')	image/jpeg	etag:%2262428c99-6051%22	https://templates.hibootstrap.com/nedo/default/assets/img/auction/item-thumb-6.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/auction/item-thumb-6.jpg	(from https://templates.hibootstrap.com/nedo/default/item-ranking.html)
18:03:14	21059/21059	---M--	200	added ('OK')	image/jpeg	etag:%2262428c9a-5243%22	https://templates.hibootstrap.com/nedo/default/assets/img/author/author-11.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/author/author-11.jpg	(from https://templates.hibootstrap.com/nedo/default/authors.html)
18:03:15	64068/64068	---M--	200	added ('OK')	image/jpeg	etag:%2262428c9c-fa44%22	https://templates.hibootstrap.com/nedo/default/assets/img/author/single-author.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/author/single-author.jpg	(from https://templates.hibootstrap.com/nedo/default/author-profile.html)
18:03:16	1314/1314	---M--	200	added ('OK')	image/png	etag:%2262428cae-736%22	https://templates.hibootstrap.com/nedo/default/assets/img/wallet/wallet-1.png	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/wallet/wallet-1.png	(from https://templates.hibootstrap.com/nedo/default/add-wallet.html)
18:03:17	1296/1296	---M--	200	added ('OK')	image/png	etag:%2262428cae-718%22	https://templates.hibootstrap.com/nedo/default/assets/img/wallet/wallet-2.png	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/wallet/wallet-2.png	(from https://templates.hibootstrap.com/nedo/default/add-wallet.html)
18:03:18	689/689	---M--	200	added ('OK')	image/png	etag:%2262428cae-58a%22	https://templates.hibootstrap.com/nedo/default/assets/img/wallet/wallet-3.png	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/wallet/wallet-3.png	(from https://templates.hibootstrap.com/nedo/default/add-wallet.html)
18:03:19	1058/1058	---M--	200	added ('OK')	image/png	etag:%2262428cae-66b%22	https://templates.hibootstrap.com/nedo/default/assets/img/wallet/wallet-4.png	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/wallet/wallet-4.png	(from https://templates.hibootstrap.com/nedo/default/add-wallet.html)
18:03:20	696/696	---M--	200	added ('OK')	image/png	etag:%2262428cae-596%22	https://templates.hibootstrap.com/nedo/default/assets/img/wallet/wallet-5.png	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/wallet/wallet-5.png	(from https://templates.hibootstrap.com/nedo/default/add-wallet.html)
18:03:21	1287/1287	---M--	200	added ('OK')	image/png	etag:%2262428cae-6ad%22	https://templates.hibootstrap.com/nedo/default/assets/img/wallet/wallet-6.png	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/wallet/wallet-6.png	(from https://templates.hibootstrap.com/nedo/default/add-wallet.html)
18:03:22	460/460	---M--	200	added ('OK')	image/png	etag:%2262428caf-5a7%22	https://templates.hibootstrap.com/nedo/default/assets/img/wallet/wallet-7.png	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/wallet/wallet-7.png	(from https://templates.hibootstrap.com/nedo/default/add-wallet.html)
18:03:23	1535/1535	---M--	200	added ('OK')	image/png	etag:%2262428caf-770%22	https://templates.hibootstrap.com/nedo/default/assets/img/wallet/wallet-8.png	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/wallet/wallet-8.png	(from https://templates.hibootstrap.com/nedo/default/add-wallet.html)
18:03:25	143033/143033	---M--	200	added ('OK')	image/jpeg	etag:%2262428c93-22eb9%22	https://templates.hibootstrap.com/nedo/default/assets/img/auction/activity-4.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/auction/activity-4.jpg	(from https://templates.hibootstrap.com/nedo/default/activity.html)
18:03:26	136570/136570	---M--	200	added ('OK')	image/jpeg	etag:%2262428cad-2157a%22	https://templates.hibootstrap.com/nedo/default/assets/img/team/member-5.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/team/member-5.jpg	(from https://templates.hibootstrap.com/nedo/default/team.html)
18:03:27	153066/153066	---M--	200	added ('OK')	image/jpeg	etag:%2262428cad-255ea%22	https://templates.hibootstrap.com/nedo/default/assets/img/team/member-6.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/team/member-6.jpg	(from https://templates.hibootstrap.com/nedo/default/team.html)
18:03:28	194630/194630	---M--	200	added ('OK')	image/jpeg	etag:%2262428cad-2f846%22	https://templates.hibootstrap.com/nedo/default/assets/img/team/member-7.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/team/member-7.jpg	(from https://templates.hibootstrap.com/nedo/default/team.html)
18:03:29	165998/165998	---M--	200	added ('OK')	image/jpeg	etag:%2262428cad-2886e%22	https://templates.hibootstrap.com/nedo/default/assets/img/team/member-8.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/team/member-8.jpg	(from https://templates.hibootstrap.com/nedo/default/team.html)
18:03:29	74304/74304	---M--	200	added ('OK')	image/png	etag:%2262428c78-12240%22	https://templates.hibootstrap.com/nedo/default/assets/img/register.png	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/register.png	(from https://templates.hibootstrap.com/nedo/default/login.html)
18:03:30	57980/57980	---M--	200	added ('OK')	image/png	etag:%2262428c76-e27c%22	https://templates.hibootstrap.com/nedo/default/assets/img/login.png	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/login.png	(from https://templates.hibootstrap.com/nedo/default/register.html)
18:03:31	15681/15681	---M--	200	added ('OK')	image/png	etag:%2262428c75-3d41%22	https://templates.hibootstrap.com/nedo/default/assets/img/404.png	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/404.png	(from https://templates.hibootstrap.com/nedo/default/error-404.html)
18:03:32	27710/27710	---M--	200	added ('OK')	image/jpeg	etag:%2262428c9e-6c3e%22	https://templates.hibootstrap.com/nedo/default/assets/img/blog/post-thumb-1.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/blog/post-thumb-1.jpg	(from https://templates.hibootstrap.com/nedo/default/blog-left-sidebar.html)
18:03:33	18233/18233	---M--	200	added ('OK')	image/jpeg	etag:%2262428c9e-4739%22	https://templates.hibootstrap.com/nedo/default/assets/img/blog/post-thumb-2.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/blog/post-thumb-2.jpg	(from https://templates.hibootstrap.com/nedo/default/blog-left-sidebar.html)
18:03:34	14510/14510	---M--	200	added ('OK')	image/jpeg	etag:%2262428c9e-38ae%22	https://templates.hibootstrap.com/nedo/default/assets/img/blog/post-thumb-3.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/blog/post-thumb-3.jpg	(from https://templates.hibootstrap.com/nedo/default/blog-left-sidebar.html)
18:03:35	16825/16825	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Mar%202022%2004:34:45%20GMT	https://templates.hibootstrap.com/nedo/default/posts-by-category.html	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/posts-by-category.html	(from https://templates.hibootstrap.com/nedo/default/blog-left-sidebar.html)
18:03:36	16809/16809	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Mar%202022%2004:34:46%20GMT	https://templates.hibootstrap.com/nedo/default/posts-by-tag.html	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/posts-by-tag.html	(from https://templates.hibootstrap.com/nedo/default/blog-left-sidebar.html)
18:03:38	291247/291247	---M--	200	added ('OK')	image/jpeg	etag:%2262428c9e-471af%22	https://templates.hibootstrap.com/nedo/default/assets/img/blog/single-blog-1.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/blog/single-blog-1.jpg	(from https://templates.hibootstrap.com/nedo/default/blog-details-no-sidebar.html)
18:03:39	196548/196548	---M--	200	added ('OK')	image/jpeg	etag:%2262428c9f-2ffc4%22	https://templates.hibootstrap.com/nedo/default/assets/img/blog/single-blog-2.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/blog/single-blog-2.jpg	(from https://templates.hibootstrap.com/nedo/default/blog-details-no-sidebar.html)
18:03:39	22487/22487	---M--	200	added ('OK')	image/jpeg	etag:%2262428c9c-57d7%22	https://templates.hibootstrap.com/nedo/default/assets/img/blog/author-1.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/blog/author-1.jpg	(from https://templates.hibootstrap.com/nedo/default/blog-details-no-sidebar.html)
18:03:40	17355/17355	---M--	200	added ('OK')	image/jpeg	etag:%2262428c9c-43cb%22	https://templates.hibootstrap.com/nedo/default/assets/img/blog/author-2.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/blog/author-2.jpg	(from https://templates.hibootstrap.com/nedo/default/blog-details-no-sidebar.html)
18:03:41	17787/17787	---M--	200	added ('OK')	image/jpeg	etag:%2262428c9d-457b%22	https://templates.hibootstrap.com/nedo/default/assets/img/blog/author-3.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/blog/author-3.jpg	(from https://templates.hibootstrap.com/nedo/default/blog-details-no-sidebar.html)
18:03:42	22395/22395	---M--	200	added ('OK')	image/jpeg	etag:%2262428c9d-577b%22	https://templates.hibootstrap.com/nedo/default/assets/img/blog/author-4.jpg	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/blog/author-4.jpg	(from https://templates.hibootstrap.com/nedo/default/blog-details-no-sidebar.html)
18:03:43	34004/34004	---M--	200	added ('OK')	image/png	etag:%2262428c77-84d4%22	https://templates.hibootstrap.com/nedo/default/assets/img/phone-icon.png	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/phone-icon.png	(from https://templates.hibootstrap.com/nedo/default/contact.html)
18:03:44	33720/33720	---M--	200	added ('OK')	image/png	etag:%2262428c76-83b8%22	https://templates.hibootstrap.com/nedo/default/assets/img/mail-icon.png	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/mail-icon.png	(from https://templates.hibootstrap.com/nedo/default/contact.html)
18:03:45	33780/33780	---M--	200	added ('OK')	image/png	etag:%2262428c76-83f4%22	https://templates.hibootstrap.com/nedo/default/assets/img/map-icon.png	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/map-icon.png	(from https://templates.hibootstrap.com/nedo/default/contact.html)
18:03:47	170572/170572	---M--	200	added ('OK')	image/png	etag:%2262428c75-29a4c%22	https://templates.hibootstrap.com/nedo/default/assets/img/contact-img.png	/Users/mehulkalathiya/websites/nedo/templates.hibootstrap.com/nedo/default/assets/img/contact-img.png	(from https://templates.hibootstrap.com/nedo/default/contact.html)
